6440002|20221015|0001|S0091|  |AED|000000000039785|N|
6440002|20221015|0002|P0100|  |AED|000000000034289|N|
6440002|20221015|0003|S2199|  |AED|000000000005496|N|
6440002|20221015|0004|S0144|  |EUR|000000000001200|N|
6440002|20221015|0005|P0100|  |EUR|000000000120000|N|
6440002|20221015|0006|P0092|  |EUR|000000000010001|N|
6440002|20221015|0007|P2199|  |EUR|000000000128801|N|
6440002|20221015|0008|P1590|CN|INR|000000000017000|V|
6440002|20221015|0009|P2199|CN|INR|000000000017000|V|
6440002|20221015|0010|S0092|SG|INR|000000000018321|V|
6440002|20221015|0011|S2199|SG|INR|000000000018321|V|
6440002|20221015|0012|S1590|  |SGD|000000000004500|N|
6440002|20221015|0013|S2199|  |SGD|000000000004500|N|
6440002|20221015|0014|P2088|  |USD|000000000030000|N|
6440002|20221015|0015|S0144|  |USD|000000000042000|N|
6440002|20221015|0016|P1590|  |USD|000000000005546|N|
6440002|20221015|0017|S2199|  |USD|000000000006454|N|
6440003|20221015|0018|S0091|  |AED|000000000039785|N|
6440003|20221015|0019|P0100|  |AED|000000000034289|N|
6440003|20221015|0020|S2199|  |AED|000000000005496|N|
6440003|20221015|0021|S0144|  |EUR|000000000001200|N|
6440003|20221015|0022|P0100|  |EUR|000000000120000|N|
6440003|20221015|0023|P0092|  |EUR|000000000010001|N|
6440003|20221015|0024|P2199|  |EUR|000000000128801|N|
6440003|20221015|0025|P1590|CN|INR|000000000017000|V|
6440003|20221015|0026|P2199|CN|INR|000000000017000|V|
6440003|20221015|0027|S2088|IN|INR|000000000003000|V|
6440003|20221015|0028|S2199|IN|INR|000000000003000|V|
6440003|20221015|0029|S2088|SG|INR|000000000001000|V|
6440003|20221015|0030|S0092|SG|INR|000000000018321|V|
6440003|20221015|0031|S2199|SG|INR|000000000019321|V|
6440003|20221015|0032|S1590|  |SGD|000000000004500|N|
6440003|20221015|0033|S2199|  |SGD|000000000004500|N|
6440003|20221015|0034|P2088|  |USD|000000000050000|N|
6440003|20221015|0035|S0144|  |USD|000000000042000|N|
6440003|20221015|0036|P1590|  |USD|000000000005546|N|
6440003|20221015|0037|P2199|  |USD|000000000013546|N|
6440004|20221015|0038|S0091|  |AED|000000000039785|N|
6440004|20221015|0039|P0100|  |AED|000000000034289|N|
6440004|20221015|0040|S2199|  |AED|000000000005496|N|
6440004|20221015|0041|S0144|  |EUR|000000000001200|N|
6440004|20221015|0042|P0100|  |EUR|000000000120000|N|
6440004|20221015|0043|P0092|  |EUR|000000000010001|N|
6440004|20221015|0044|P2199|  |EUR|000000000128801|N|
6440004|20221015|0045|P1590|CN|INR|000000000017000|V|
6440004|20221015|0046|P2199|CN|INR|000000000017000|V|
6440004|20221015|0047|S0092|SG|INR|000000000018321|V|
6440004|20221015|0048|S2199|SG|INR|000000000018321|V|
6440004|20221015|0049|S1590|  |SGD|000000000004500|N|
6440004|20221015|0050|S2199|  |SGD|000000000004500|N|
6440004|20221015|0051|P2088|  |USD|000000000050000|N|
6440004|20221015|0052|S0144|  |USD|000000000042000|N|
6440004|20221015|0053|P1590|  |USD|000000000005546|N|
6440004|20221015|0054|P2199|  |USD|000000000013546|N|
6440006|20221015|0055|S0091|  |AED|000000000039785|N|
6440006|20221015|0056|P0100|  |AED|000000000034289|N|
6440006|20221015|0057|S2199|  |AED|000000000005496|N|
6440006|20221015|0058|S0144|  |EUR|000000000001200|N|
6440006|20221015|0059|P0100|  |EUR|000000000120000|N|
6440006|20221015|0060|P0092|  |EUR|000000000010001|N|
6440006|20221015|0061|P2199|  |EUR|000000000128801|N|
6440006|20221015|0062|P1590|CN|INR|000000000017000|V|
6440006|20221015|0063|P2199|CN|INR|000000000017000|V|
6440006|20221015|0064|S0092|SG|INR|000000000018321|V|
6440006|20221015|0065|S2199|SG|INR|000000000018321|V|
6440006|20221015|0066|S1590|  |SGD|000000000004500|N|
6440006|20221015|0067|S2199|  |SGD|000000000004500|N|
6440006|20221015|0068|P2088|  |USD|000000000060000|N|
6440006|20221015|0069|S0144|  |USD|000000000042000|N|
6440006|20221015|0070|P1590|  |USD|000000000005546|N|
6440006|20221015|0071|P2199|  |USD|000000000023546|N|
